"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence"
"Aruncus sylvester","Rosales","Rosaceae","Aruncus","Aruncus dioicus","Dioecious","dioecious","none",0,"Brush","actinomorphic",14000,7000,50,5,31.12,0.55,3,"herb","Perennial",1.15,"yes"
"Ascerates floridana","Gentianales","Apocynaceae","Asclepias","Asclepias floridana","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",250,25,43.1845,14.4185625,12.4566916666667,6.744375,100,"shrub","Perennial",1.93365,"yes"
"Asclepias incarnata","Gentianales","Apocynaceae","Asclepias","Asclepias incarnata","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",3500,100,40,5.1,10,0.1,58,"herb","Perennial",1.05,"yes"
"Asclepias purpurascens","Gentianales","Apocynaceae","asclepias","Asclepias purpurascens","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",300,70,55,9,10,0.1,166,"herb","Perennial",0.5,"yes"
"Asclepias sullivantii","Gentianales","Apocynaceae","Asclepias","Asclepias sullivantii","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",250,60,40,2.4,5.8,0.1,60,"herb","Perennial",0.9,"yes"
"Asclepias syriaca","Gentianales","Apocynaceae","Asclepias","Asclepias syriaca","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",400,100,40,4.5,4.5,0.1,208,"herb","Perennial",1.35,"yes"
"Asclepias tuberosa","Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",1000,100,40,6.5,8,0.1,70,"herb","Perennial",0.45,"yes"
"Asclepias verticillata","Gentianales","Apocynaceae","Asclepias","Asclepias verticillata","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",80,80,40,5.5,9,0.1,48,"herb","Perennial",0.3,"yes"
"Ascerates viridiflora","Gentianales","Apocynaceae","Asclepias","Asclepias viridiflora","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",250,25,40.48275,11.40735,9.91525,6.730925,75.1,"shrub","Perennial",1.671375,"yes"
"Asiminia triloba","Magnoliales","Annonaceae","Asimina","Asimina triloba","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",300,2,100,20,20,2,50,"herb","Perennial",0.85,"yes"
"Asparagus officinalis","Asparagales","Asparagaceae","Asparagus","Asparagus officinalis","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",2000,2,2.6,2.6,4.5,0.5,5,"vine","Perennial",0.55,"yes"
"Asperula gunnii","Gentianales","Rubiaceae","Asperula","Asperula gunnii","Dioecious","dioecious","none",0,"Tube","actinomorphic",100,10,20,3,2.5,0.5,2,"herb","Perennial",0.1,"yes"
"Asphodelus fistulosus","Asparagales","Asphodelaceae","Asphodelus","Asphodelus fistulosus","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",500,50,20,8.5,1.5,5.5,6,"herb","Short lived",0.4,"yes"
"Aster ageratoides","Asterales","Asteraceae","Aster","Aster ageratoides","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",8,8,17.5,17.5,8,3,25,"herb","Perennial",0.75,"yes"
"Aster asa-grayi","Asterales","Asteraceae","Aster","Aster asa-grayi","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",15,1,22.5,22.5,10,3,100,"herb","Perennial",0.24,"yes"
"Aster diplostephioides","Asterales","Asteraceae","Aster","Aster diplostephioides","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,15.3,15.3,30,5,200,"herb","Perennial",0.35,"yes"
"Aster glehni","Asterales","Asteraceae","Aster","Aster glehnii","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",75,75,30,30,10.4773583333333,3,35,"herb","Perennial",1.35,"yes"
"Kalimeris pinnatifida","Asterales","Asteraceae","Aster","Aster iinumae","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,1,29.1,29.1,1.5,1,75,"herb","Perennial",0.75,"yes"
"Aster oreophilus","Asterales","Asteraceae","Aster","Aster oreophilus","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",20,1,29.1,29.1,10.1524142857143,5,75,"herb","Perennial",0.4,"yes"
"Aster salicifolius","Asterales","Asteraceae","Aster","Aster salicifolius","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",15,15,4,4,7,3,40,"herb","Perennial",1.05,"yes"
"Aster ageratoides amplexifolius","Asterales","Asteraceae","Aster","Aster satsumensis","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",15,15,19.1,19.1,9.6857111111111,3,75,"herb","Perennial",0.5,"yes"
"Aster souliei","Asterales","Asteraceae","Aster","Aster souliei","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",2,1,13.2,13.2,10,5,200,"herb","Perennial",0.235,"yes"
"Aster subulatus","Asterales","Asteraceae","Aster","Aster subulatus","Hermaphrodite","self_compatible","low",18.7064,"Capitulum","actinomorphic",100,20,13,13,13,3,35,"herb","Short lived",0.15,"yes"
"Aster vestitus","Asterales","Asteraceae","Aster","Aster vestitus","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,80,80,15,5,75,"herb","Perennial",0.95,"yes"
"Aster yunnanensis","Asterales","Asteraceae","Aster","Aster yunnanensis","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,62.5,62.5,9.1,5,75,"herb","Perennial",0.525,"yes"
"Astilbe thunbergii","Saxifragales","Saxifragaceae","Astilbe","Astilbe thunbergii","Hermaphrodite","self_compatible","low",15.7600138888889,"Brush","actinomorphic",300,300,25,6,2,1.8,100,"herb","Perennial",0.9,"yes"
"Astragalus alpinus","Fabales","Fabaceae","Astragalus","Astragalus alpinus","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",120,15,24,9,12,12,7,"herb","Perennial",0.14,"yes"
"Astragalus canadensis","Fabales","Fabaceae","Astragalus","Astragalus canadensis","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",300,60,30,5,12.1,7.5,12,"herb","Perennial",0.9,"yes"
"Astragalus mexicanus","Fabales","Fabaceae","Astragalus","Astragalus mexicanus","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",300,15,35,10,16,7.5,12,"herb","Perennial",0.45,"yes"
"Astragalus pullus","Fabales","Fabaceae","Astragalus","Astragalus pullus","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",120,20,30,5,10,10,16,"shrub","Perennial",0.15,"yes"
"Capparis atamisquea","Brassicales","Capparaceae","Atamisquea","Atamisquea emarginata","Hermaphrodite","self_incompatible","none",3.5,"Open","zygomorphic",10000,6,40,13,9.29018333333333,6,23,"shrub","Perennial",4.5,"yes"
"Gerardia grandiflora","Lamiales","Orobanchaceae","Aureolaria","Aureolaria grandiflora","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",15,15,60,33,47.5,18,100,"herb","Perennial",1.05,"yes"
"Avicennia germinans","Lamiales","Acanthaceae","Avicennia","Avicennia germinans","Hermaphrodite","self_compatible","low",10,"Tube","actinomorphic",5000,25,50,10,6,4,4,"tree","Perennial",14,"yes"
"Ayenia tomentosa","Malvales","Malvaceae","Ayenia","Ayenia tomentosa","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",15,15,20,9.28286666666666,4.4063125,0.5,10,"herb","Perennial",0.55,"yes"
"Azorina vidalii","Asterales","Campanulaceae","Azorina","Azorina vidalii","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",50,12,50,11,24,15,120.796227777778,"shrub","Perennial",1.2,"yes"
"Bacopa monniera","Lamiales","Plantaginaceae","Bacopa","Bacopa monnieri","Hermaphrodite","self_compatible","low",13,"Campanulate","actinomorphic",10,1,7.5,7.5,10,4.1,178,"herb","Perennial",0.25,"no"
"Badula insularis","Ericales","Primulaceae","Badula","Badula insularis","Hermaphrodite","partially_self_compatible","low",9.6812,"Campanulate","actinomorphic",300,30,30,6.48449166666666,6.24635,0.1,4,"tree","Perennial",3.5,"no"
"Badula platiphylla","Ericales","Primulaceae","Badula","Badula platyphylla","Hermaphrodite","partially_self_compatible","low",11.02985,"Tube","actinomorphic",300,30,30,5.942475,6.7614,0.1,4,"shrub","Perennial",1.5,"no"
"Baeckia gunniana","Myrtales","Myrtaceae","Baeckea","Baeckea gunniana","Hermaphrodite","self_compatible","low",12.193951984127,"Open","actinomorphic",1500,15,35,4.5,1.3,0.6,19,"shrub","Perennial",0.75,"yes"
"Bakerella hoyifolia","Santalales","Loranthaceae","Bakerella","Bakerella hoyifolia","Hermaphrodite","self_compatible","medium",50.5,"Tube","actinomorphic",400,40,50,4.1,24.5,25,8,"herb","Perennial",0.75,"yes"
"Baptisia leucantha","Fabales","Fabaceae","Baptisia","Baptisia alba","Hermaphrodite","self_compatible","low",13,"Papilionaceous","zygomorphic",500,85,60,14.2575416666667,13.59725,6,30,"herb","Perennial",0.9,"yes"
"Baptisia bracteata","Fabales","Fabaceae","Baptisia","Baptisia bracteata","Hermaphrodite","self_compatible","low",13,"Papilionaceous","zygomorphic",600,30,60,14,16,12,18.5,"herb","Perennial",0.25,"yes"
"Barringtonia racemosa","Ericales","Lecythidaceae","Barringtonia","Barringtonia racemosa","Hermaphrodite","self_compatible","low",13.8218,"Brush","actinomorphic",2000,30,120,20,25.2272,41,5,"tree","Perennial",6,"yes"
"Bartsia alpina","Lamiales","Orobanchaceae","Bartsia","Bartsia alpina","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",10,10,35,5,17.5,17,94,"herb","Perennial",0.23,"yes"
"Bastardia viscosa","Malvales","Malvaceae","Bastardia","Bastardia viscosa","Hermaphrodite","self_compatible","medium",35,"Open","actinomorphic",20,20,7.1,7.1,2,1,5,"herb","Perennial",1,"yes"
"Bauhinia japonica","Fabales","Fabaceae","Bauhinia","Bauhinia japonica","Hermaphrodite","self_incompatible","none",0,"Open","zygomorphic",100,5,60,19.1,23.73795,50,8,"vine","Perennial",6,"yes"
"Befaria glauca","Ericales","Ericaceae","Bejaria","Bejaria aestuans","Hermaphrodite","self_compatible","low",14.14765,"Campanulate","actinomorphic",100,10,100,35,25,28.1,100,"tree","Perennial",7.1,"yes"
"Bertiera zaluzania","Gentianales","Rubiaceae","Bertiera","Bertiera zaluzania","Dioecious","dioecious","none",0,"Tube","actinomorphic",300,50,75,15,15,15,100,"shrub","Perennial",1,"yes"
"Beta maritima","Caryophyllales","Chenopodiaceae","Beta","Beta vulgaris","Dioecious","partially_self_compatible","low",13,"Tube","actinomorphic",150,150,10,2.5,4,2.01,1,"herb","Perennial",0.5,"no"
"Bidens aristosa","Asterales","Asteraceae","Bidens","Bidens aristosa","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,10,60,60,24.1,6,56.5,"herb","Short lived",0.75,"yes"
"Bidens bipinnata","Asterales","Asteraceae","Bidens","Bidens bipinnata","Hermaphrodite","self_compatible","medium",58.9014916666667,"Capitulum","actinomorphic",5,5,7.5,7.5,2.1,2,19.5,"herb","Short lived",0.3,"yes"
"Bidens connata","Asterales","Asteraceae","Bidens","Bidens connata","Hermaphrodite","self_compatible","high",100,"Capitulum","actinomorphic",15,3,14,14,3,6,70,"herb","Short lived",0.8,"yes"
"Bidens laevis","Asterales","Asteraceae","Bidens","Bidens laevis","Hermaphrodite","self_compatible","low",15.7306,"Capitulum","actinomorphic",3,3,40,40,10,6,80,"herb","Perennial",0.5,"yes"
"Bidens pilosa","Asterales","Asteraceae","Bidens","Bidens pilosa","Hermaphrodite","self_compatible","high",67,"Capitulum","actinomorphic",5,5,11,11,8,6,50,"herb","Short lived",0.85,"yes"
"Polygonum macrophyllum","Caryophyllales","Polygonaceae","Bistorta","Bistorta macrophylla","Hermaphrodite","self_compatible","low",15.6081125,"Tube","actinomorphic",500,100,12.5,1,2.75,6,1,"herb","Perennial",0.15,"yes"
"Polygonum sinomontanum","Caryophyllales","Polygonaceae","Bistorta","Bistorta sinomontana","Hermaphrodite","self_compatible","low",16.1181,"Tube","actinomorphic",100,100,10,3,4.5,3.6,1,"herb","Perennial",0.7,"yes"
"Bistorta tenuicaulis","Caryophyllales","Polygonaceae","Bistorta","Bistorta tenuicaulis","Dioecious","self_compatible","low",15.20835,"Tube","actinomorphic",200,50,15,2,4.5,8,1,"herb","Perennial",0.5,"yes"
"Psoralea bituminosa","Fabales","Fabaceae","Bituminaria","Bituminaria bituminosa","Hermaphrodite","self_compatible","medium",24.8132666666667,"Tube","zygomorphic",200,30,10,2.5,11.5,9,1,"herb","Short lived",0.275,"yes"
"Blainvillea dichotoma","Asterales","Asteraceae","Blainvillea","Blainvillea dichotoma","Hermaphrodite","self_compatible","medium",62.9958416666667,"Capitulum","actinomorphic",15,3,20,5.1,2.1,0.5,10,"herb","Short lived",0.5,"no"
"Blastus cochinchinensis","Myrtales","Melastomataceae","Blastus","Blastus cochinchinensis","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",150,6,35,8,3,10,100,"shrub","Perennial",2,"no"
"Blephilia ciliata","Lamiales","Lamiaceae","Blephilia","Blephilia ciliata","Hermaphrodite","self_compatible","low",13.9115,"Tube","zygomorphic",80,80,55,7.60555,12.326625,12,4,"herb","Perennial",0.45,"yes"
"Blephilia hirsuta","Lamiales","Lamiaceae","Blephilia","Blephilia hirsuta","Hermaphrodite","self_compatible","low",14.6029,"Tube","zygomorphic",75,25,55,7.1,10.1,10,4,"herb","Perennial",0.6,"yes"
"Arabis laevigata","Brassicales","Brassicaceae","Boechera","Boechera stricta","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",35,5,10,2.1,1.1,0.175,163,"herb","Short lived",0.575,"yes"
"Boerhaavia caribaea","Boraginales","Nyctaginaceae","Boerhaavia","Boerhavia caribaea","Hermaphrodite","self_compatible","high",88,"Campanulate","actinomorphic",500,25,5,0.5,0.5,2.65,1,"herb","Perennial",0.9,"yes"
"Boerhaavia erecta","Caryophyllales","Nyctaginaceae","Boerhavia","Boerhavia erecta","Hermaphrodite","self_compatible","low",21.67345,"Campanulate","actinomorphic",50,15,10,2,2,1.625,1,"herb","Short lived",0.5,"no"
"Commicarpus tuberosus","Fabales","Nyctaginaceae","Boerhavia","Boerhavia tuberosa","Hermaphrodite","self_compatible","low",19.35835,"Campanulate","actinomorphic",10,10,5,0.5,0.5,2.65,1,"herb","Perennial",0.9,"yes"
"Boltonia asteroides","Asterales","Asteraceae","Boltonia","Boltonia asteroides","Hermaphrodite","self_compatible","low",15.8329166666667,"Capitulum","actinomorphic",15,15,67.5,67.5,9.1,3,90,"herb","Perennial",1.15,"yes"
"Bonnetia sessilis","Malpighiales","Bonnetiaceae","Bonnetia","Bonnetia sessilis","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",100,3,60,60,15.6,15,100,"shrub","Perennial",1.5,"no"
"Bougainvillea_spinosa","Caryophyllales","Nyctaginaceae","Bougainvillea","Bougainvillea spinosa","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",5000,100,28,14,10,1,1,"shrub","Perennial",5,"yes"
"Senecio bellidioides","Asterales","Asteraceae","Brachyglottis","Brachyglottis bellidioides","Hermaphrodite","partially_self_compatible","medium",35,"Capitulum","actinomorphic",1,1,30,30,6.85,5,25,"herb","Perennial",0.05,"yes"
"Senecio bidwilli","Asterales","Asteraceae","Brachyglottis","Brachyglottis bidwillii","Hermaphrodite","partially_self_compatible","low",14.2157333333333,"Capitulum","actinomorphic",500,20,14.1,14.1,5.1,3,15,"shrub","Perennial",0.5,"yes"
"Brachycome scapiformis","Asterales","Asteraceae","Brachyscome","Brachyscome scapiformis","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",1,1,15,15,3,2,35,"herb","Perennial",0.3,"yes"
"Brachycome scapigera","Asterales","Asteraceae","Brachyscome","Brachyscome scapigera","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,1,12,12,4.1,2,90,"herb","Perennial",0.2,"yes"
"Brachyome sinclairii","Asterales","Asteraceae","Brachyscome","Brachyscome sinclairii","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,20,20,2.5,2,60,"herb","Perennial",0.09,"yes"
"Brachycome stolonifera","Asterales","Asteraceae","Brachyscome","Brachyscome stolonifera","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,12.5,12.5,4.5,2,60,"herb","Perennial",0.15,"yes"
"Brassica fruticulosa","Brassicales","Brassicaceae","Brassica","Brassica fruticulosa","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",20,5,30,15,5.5,1.96,20.2,"shrub","Perennial",2,"yes"
"Brassica campestris","Brassicales","Brassicaceae","Brassica","Brassica rapa","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",50,15,40,10,5,1,26,"herb","Short lived",0.75,"yes"
"Bredemeyera_microphylla","Fabales","Polygalaceae","Bredemeyera","Bredemeyera microphylla","Hermaphrodite","self_compatible","low",15.0817,"Papilionaceous","zygomorphic",50,5,15,6,6.74110416666667,1.5,3.5,"shrub","Perennial",0.25,"yes"
"Bredia hirsuta","Myrtales","Melastomataceae","Bredia","Bredia hirsuta","Hermaphrodite","self_compatible","low",5.63,"Open","actinomorphic",30,5,120,29.1,0.5,10,100,"shrub","Perennial",1,"no"
"Brocchinia acuminata","Poales","Bromeliaceae","Brocchinia","Brocchinia acuminata","Hermaphrodite","self_compatible","low",12.644175,"Open","actinomorphic",30,30,30,10.5,10.5,8,182.2353,"herb","Perennial",2,"yes"
"Rhus javanica","Sapindales","Simaroubaceae","Brucea","Brucea javanica","Monoecious","monoecious","none",0,"Open","actinomorphic",5000,200,15,1.75,0.9,1,4,"tree","Perennial",2.5,"no"
"Buddleja mendozensis","Lamiales","Scrophulariaceae","Buddleja","Buddleja mendozensis","Hermaphrodite","self_compatible","high",71,"Tube","actinomorphic",500,20,8,2,4,2.25,143,"shrub","Perennial",1.1,"yes"
"Bursera graveolens","Sapindales","Burseraceae","Bursera","Bursera graveolens","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",2500,50,20,4.8,4,1,2,"tree","Perennial",6,"yes"
"Caesalpinia pulcherrima","Fabales","Fabaceae","Caesalpinia","Caesalpinia pulcherrima","Hermaphrodite","self_compatible","low",13,"Open","zygomorphic",2000,60,50,50,10,50,6,"shrub","Perennial",1.5,"yes"
"Calamagrostis arundinacea","Poales","Poaceae","Calamagrostis","Calamagrostis arundinacea","Hermaphrodite","self_compatible","low",15.89545,"Open","zygomorphic",60,60,15,1,4,1,1,"herb","Perennial",0.45,"no"
"Calea lucidivenia","Asterales","Asteraceae","Calea","Calea lucidivenia","Hermaphrodite","self_compatible","low",16.3344,"Capitulum","actinomorphic",50,10,10,13.46175,8.611271875,3,90,"herb","Perennial",0.57164,"yes"
"Calendula arvensis","Asterales","Asteraceae","Calendula","Calendula arvensis","Hermaphrodite","self_compatible","medium",74.2,"Capitulum","actinomorphic",10,1,24.1,24.1,6,3,30,"herb","Short lived",0.25,"yes"
"Callicarpa japonica","Lamiales","Lamiaceae","Callicarpa","Callicarpa japonica","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",5000,100,30,4,4,2.1,9,"shrub","Perennial",1,"yes"
"Calluna vulgaris","Ericales","Ericaceae","Calluna","Calluna vulgaris","Hermaphrodite","partially_self_compatible","low",10.9,"Campanulate","actinomorphic",2500,40,18,6,6,5,3.1,"shrub","Perennial",0.5,"yes"
"Calophyllum eputamen","Malpighiales","Clusiaceae","Calophyllum","Calophyllum eputamen","Hermaphrodite","self_compatible","low",6.58335,"Open","actinomorphic",2000,50,100,15,6.77716666666667,10,1,"tree","Perennial",7.21185714285714,"no"
"Calopogon pulchellus","Asparagales","Orchidaceae","Calopogon","Calopogon tuberosus","Hermaphrodite","self_compatible","none",0,"Open","zygomorphic",10,10,37.5,37.5,17,10,7600,"herb","Perennial",0.7,"no"
"Calystegia hederacea","Solanales","Convolvulaceae","Calystegia hederacea","Calystegia hederacea","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",10,1,28.5,28.5,38.5,9.5,4,"vine","Perennial",0.3,"yes"
